Product Name,Original Price,Clearance Price,Percentage Off,Product Category,Product Code,Rating,Link,Sale Price
"Mastercraft 35 Lumens Tactical CREE Flashlights with 3 Light Modes, Batteries Included, Black, 2-pk",34.99,,20.0,hardware,065-3056-6,4.2,https://www.canadiantire.ca/en/pdp/mastercraft-35-lumens-tactical-cree-flashlights-with-3-light-modes-batteries-included-black-2-pk-0653056p.html#srp,27.99
"MAXIMUM Snap-Off Utility Knife, 25-mm, Silver/Black",16.99,,35.0,tools,057-7505-4,4.8,https://www.canadiantire.ca/en/pdp/maximum-snap-off-utility-knife-25-mm-silver-black-0577505p.html#srp,10.99
"Dynomax Universal Ultra Flo Muffler, 17235",249.99,,15.0,heavy-auto-parts,112-8378-8,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17235-1128378p.html#srp,212.49
"Febreze Noticeables Refill, Gain Original, 2-pk",11.99,,18.0,cleaning,053-3145-2,4.6,https://www.canadiantire.ca/en/pdp/febreze-noticeables-refill-gain-original-2-pk-0533145p.html#srp,9.89
"SIMONIZ Platinum Wooly Ultra-Soft Auto Wash Mitt, Black",14.99,,15.0,car-care-accessories,039-3638-6,5.0,https://www.canadiantire.ca/en/pdp/simoniz-platinum-wooly-ultra-soft-auto-wash-mitt-black-0393638p.html#srp,12.74
"Thrush Rattler Universal Muffler, 24253",99.99,,15.0,heavy-auto-parts,112-8490-8,5.0,https://www.canadiantire.ca/en/pdp/thrush-rattler-universal-muffler-24253-1128490p.html#srp,84.99
"Duracell Coppertop 16-pk AA Alkaline Batteries, Long Lasting, All Purpose",20.99,,26.0,hardware,065-0800-2,4.6,https://www.canadiantire.ca/en/pdp/duracell-coppertop-16-pk-aa-alkaline-batteries-long-lasting-all-purpose-0650800p.html#srp,15.49
"SIMONIZ Platinum Car Ceramic Sealant, 473-mL",19.99,,15.0,car-care-accessories,039-0578-6,4.3,https://www.canadiantire.ca/en/pdp/simoniz-platinum-car-ceramic-sealant-473-ml-0390578p.html#srp,16.99
"Pilot 16-in Polished Boom Tube Truck Exhaust Tip, PMZ-041",49.99,,15.0,heavy-auto-parts,041-7528-6,3.5,https://www.canadiantire.ca/en/pdp/pilot-16-in-polished-boom-tube-truck-exhaust-tip-pmz-041-0417528p.html#srp,42.49
"Mastercraft Assorted Carbon Steel Jigsaw Blade Set for Wood, 16-pc",44.99,,63.0,tools,054-0921-0,4.2,https://www.canadiantire.ca/en/pdp/mastercraft-assorted-carbon-steel-jigsaw-blade-set-for-wood-16-pc-0540921p.html#srp,16.49
Lucky Strike Smelt Fishing Net,56.99,,15.0,fishing,078-9016-6,3.5,https://www.canadiantire.ca/en/pdp/lucky-strike-smelt-fishing-net-0789016p.html#srp,48.44
MotoMaster 400 Lumen Flexible USB Rechargeable LED Worklight,79.99,,40.0,car-care-accessories,037-6633-2,2.8,https://www.canadiantire.ca/en/pdp/motomaster-400-lumen-flexible-usb-rechargeable-led-worklight-0376633p.html#srp,47.99
"Pilot 7-in Black Chrome Exhaust Tip, PM-1022",41.99,,15.0,heavy-auto-parts,041-1239-0,3.2,https://www.canadiantire.ca/en/pdp/pilot-7-in-black-chrome-exhaust-tip-pm-1022-0411239p.html#srp,35.69
"Thrush Rattler Universal Muffler, 24254",89.99,,15.0,heavy-auto-parts,112-8491-6,0.0,https://www.canadiantire.ca/en/pdp/thrush-rattler-universal-muffler-24254-1128491p.html#srp,76.49
"MAXIMUM Snap-Off Utility Knife, 18-mm, Silver/Black",12.99,,35.0,tools,057-7504-6,3.5,https://www.canadiantire.ca/en/pdp/maximum-snap-off-utility-knife-18-mm-silver-black-0577504p.html#srp,8.39
"Thrush Universal Welded Muffler, 17650",99.99,,15.0,heavy-auto-parts,112-8353-6,4.0,https://www.canadiantire.ca/en/pdp/thrush-universal-welded-muffler-17650-1128353p.html#srp,84.99
"NUTRO Adult Wet Dog Food Paté, 100-g x 12-pk",23.99,,10.0,pet-care,142-9543-6,3.5,https://www.canadiantire.ca/en/pdp/nutro-adult-wet-dog-food-pate-100-g-x-12-pk-1429543p.html#srp,21.59
"Whiskas Indoor Dry Cat Food with Real Chicken, 3-kg",18.99,,10.0,pet-care,142-6075-8,4.5,https://www.canadiantire.ca/en/pdp/whiskas-indoor-dry-cat-food-with-real-chicken-3-kg-1426075p.html#srp,17.09
"MAXIMUM Magnetic Tape Measure, 26-ft/8-m",29.99,,25.0,tools,057-7252-4,3.5,https://www.canadiantire.ca/en/pdp/maximum-magnetic-tape-measure-26-ft-8-m-0577252p.html#srp,22.49
MotoMaster Clamping Handheld LED Work Light,59.99,,50.0,car-care-accessories,037-6391-6,4.4,https://www.canadiantire.ca/en/pdp/motomaster-clamping-handheld-led-work-light-0376391p.html#srp,29.99
"MotoMaster 1,500-lb Snow Camo Ratchet Tie Down, 1-in x 10-ft, 4-pk",50.99,,25.0,automotive-outdoor-adventure,040-2944-6,3.4,https://www.canadiantire.ca/en/pdp/motomaster-1-500-lb-snow-camo-ratchet-tie-down-1-in-x-10-ft-4-pk-0402944p.html#srp,37.99
"Schlage Accent Privacy Door Lever Lock Set, Matte Black",49.99,,20.0,hardware,046-7431-4,5.0,https://www.canadiantire.ca/en/pdp/schlage-accent-privacy-door-lever-lock-set-matte-black-0467431p.html#srp,39.99
"MAXIMUM Push Button V Jaw Tongue & Groove Pliers, 2-1/2-in Jaw Capacity, Rust Resistant, 12-in",34.99,,31.0,tools,058-9767-6,4.6,https://www.canadiantire.ca/en/pdp/maximum-push-button-v-jaw-tongue-groove-pliers-2-1-2-in-jaw-capacity-rust-resistant-12-in-0589767p.html#srp,23.99
"Pilot 7-in Chrome Exhaust Tip, PMZ-177",15.99,,15.0,heavy-auto-parts,041-7504-2,3.0,https://www.canadiantire.ca/en/pdp/pilot-7-in-chrome-exhaust-tip-pmz-177-0417504p.html#srp,13.59
"SIMONIZ Platinum 2-in-1 Wax & Sine Towels, 14 x 16-in, Grey, 2-pk",14.99,,15.0,car-care-accessories,039-6675-8,4.8,https://www.canadiantire.ca/en/pdp/simoniz-platinum-2-in-1-wax-sine-towels-14-x-16-in-grey-2-pk-0396675p.html#srp,12.74
"Thrush Universal Welded Muffler, 17649",99.99,,15.0,heavy-auto-parts,112-8381-8,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-welded-muffler-17649-1128381p.html#srp,84.99
"Moen® Danika Single Handle High Arc Bathroom Sink Faucet, WaterSense® Certified, Brushed Nickel",189.99,,20.0,plumbing,063-9870-4,4.4,https://www.canadiantire.ca/en/pdp/moen-danika-single-handle-high-arc-bathroom-sink-faucet-watersense-certified-brushed-nickel-0639870p.html#srp,151.99
"Thrush Universal Welded Muffler, 17652",109.99,,15.0,heavy-auto-parts,112-8382-6,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-welded-muffler-17652-1128382p.html#srp,93.49
"Pilot 9-in Chrome Rectangular Exhaust Tip, PMZ-007",15.99,,15.0,heavy-auto-parts,041-7502-6,5.0,https://www.canadiantire.ca/en/pdp/pilot-9-in-chrome-rectangular-exhaust-tip-pmz-007-0417502p.html#srp,13.59
"Dura Lube HL-DLFS-06 Advanced Fuel System Treatment, 16-oz",19.99,,15.0,auto-maintenance,038-0798-4,4.2,https://www.canadiantire.ca/en/pdp/dura-lube-hl-dlfs-06-advanced-fuel-system-treatment-16-oz-0380798p.html#srp,16.99
"MAXIMUM Tape Measure, 26-ft/8-m",22.99,,25.0,tools,057-7251-6,2.0,https://www.canadiantire.ca/en/pdp/maximum-tape-measure-26-ft-8-m-0577251p.html#srp,17.24
"MAXIMUM Tape Measure with Double Side Printing, 16-ft",17.99,,25.0,tools,057-7248-6,3.8,https://www.canadiantire.ca/en/pdp/maximum-tape-measure-with-double-side-printing-16-ft-0577248p.html#srp,13.49
"Raleigh Venture MIPS Bike Helmet, Youth, Grey/Orange",79.99,,15.0,cycling,073-3635-8,4.0,https://www.canadiantire.ca/en/pdp/raleigh-venture-mips-bike-helmet-youth-grey-orange-0733635p.html#srp,67.99
"Thrush Universal Welded Muffler, 17658",99.99,,15.0,heavy-auto-parts,112-8359-4,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-welded-muffler-17658-1128359p.html#srp,84.99
"Pilot 6-in Chrome Exhaust Tip, PMZ-011",34.99,,15.0,heavy-auto-parts,041-1501-4,0.0,https://www.canadiantire.ca/en/pdp/pilot-6-in-chrome-exhaust-tip-pmz-011-0411501p.html#srp,29.74
"Thrush Universal Turbo Muffler, 17696",99.99,,15.0,heavy-auto-parts,112-8384-2,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-turbo-muffler-17696-1128384p.html#srp,84.99
"SIMONIZ Platinum Foaming Car Glass Cleaner Spray, 517-g",9.99,,15.0,car-care-accessories,039-0565-6,3.5,https://www.canadiantire.ca/en/pdp/simoniz-platinum-foaming-car-glass-cleaner-spray-517-g-0390565p.html#srp,8.49
"Dynomax Universal Super Turbo Muffler, 17731",129.99,,15.0,heavy-auto-parts,112-8262-2,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-super-turbo-muffler-17731-1128262p.html#srp,110.49
"Thrush Universal Welded Muffler, 17655",94.99,,15.0,heavy-auto-parts,112-8356-0,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-welded-muffler-17655-1128356p.html#srp,80.74
"Raleigh Venture MIPS Bike Helmet, Youth, Grey/Pink",79.99,,15.0,cycling,073-3636-6,5.0,https://www.canadiantire.ca/en/pdp/raleigh-venture-mips-bike-helmet-youth-grey-pink-0733636p.html#srp,67.99
DynoMax SuperTurbo Muffler.,89.99,,15.0,heavy-auto-parts,112-8383-4,0.0,https://www.canadiantire.ca/en/pdp/dynomax-superturbo-muffler-1128383p.html#srp,76.49
"Thrush Universal Turbo Muffler, 17711",89.99,,15.0,heavy-auto-parts,112-8348-0,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-turbo-muffler-17711-1128348p.html#srp,76.49
"Thrush Universal Welded Muffler, 17651",99.99,,15.0,heavy-auto-parts,112-8354-4,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-welded-muffler-17651-1128354p.html#srp,84.99
"Tide Plus Ultra Oxi Liquid Laundry Detergent, Orignal Scent, 100-Load, 4.55-L",27.99,,11.0,home-essentials,153-1752-0,3.8,https://www.canadiantire.ca/en/pdp/tide-plus-ultra-oxi-liquid-laundry-detergent-orignal-scent-100-load-4-55-l-1531752p.html#srp,24.99
"Dynomax Universal Super Turbo Muffler, 17732",89.99,,15.0,heavy-auto-parts,112-8263-0,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-super-turbo-muffler-17732-1128263p.html#srp,76.49
"Nutro Grain Free Cuts in Gravy Chicken & Beef Adult Wet Dog Food, 100-g, 12-Pk",23.99,,10.0,pet-care,142-5975-2,5.0,https://www.canadiantire.ca/en/pdp/nutro-grain-free-cuts-in-gravy-chicken-beef-adult-wet-dog-food-100-g-12-pk-1425975p.html#srp,21.59
"Schlage Accent Passage Door Lever Lock Set, Matte Black",46.99,,20.0,hardware,046-7430-6,5.0,https://www.canadiantire.ca/en/pdp/schlage-accent-passage-door-lever-lock-set-matte-black-0467430p.html#srp,37.59
"Thrush Universal Welded Muffler, 17657",99.99,,15.0,heavy-auto-parts,112-8358-6,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-welded-muffler-17657-1128358p.html#srp,84.99
"Thrush Universal Turbo Muffler, 17718",99.99,,15.0,heavy-auto-parts,112-8387-6,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-turbo-muffler-17718-1128387p.html#srp,84.99
"Dynomax Universal Super Turbo Muffler, 17758",179.99,,15.0,heavy-auto-parts,112-8388-4,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-super-turbo-muffler-17758-1128388p.html#srp,152.99
"Thrush Universal Turbo Muffler, 17703",89.99,,15.0,heavy-auto-parts,112-8386-8,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-turbo-muffler-17703-1128386p.html#srp,76.49
"Dynomax Universal Super Turbo Muffler, 17748",124.98,,15.0,heavy-auto-parts,112-8270-2,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-super-turbo-muffler-17748-1128270p.html#srp,106.23
"Dynomax Universal Super Turbo Muffler, 17734",99.98,,15.0,heavy-auto-parts,112-8265-6,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-super-turbo-muffler-17734-1128265p.html#srp,84.98
"Dynomax Universal Super Turbo Muffler, 17747",114.99,,15.0,heavy-auto-parts,112-8269-8,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-super-turbo-muffler-17747-1128269p.html#srp,97.74
"Dynomax Universal Super Turbo Muffler, 17776",239.98,,15.0,heavy-auto-parts,112-8389-2,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-super-turbo-muffler-17776-1128389p.html#srp,203.98
"MAXIMUM Tape Measure, 16-ft/5-m",17.99,,25.0,tools,057-7249-4,4.0,https://www.canadiantire.ca/en/pdp/maximum-tape-measure-16-ft-5-m-0577249p.html#srp,13.49
"Dynomax Universal Super Turbo Muffler, 17744",124.99,,15.0,heavy-auto-parts,112-8268-0,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-super-turbo-muffler-17744-1128268p.html#srp,106.24
"Nutro Grain Free Cuts in Gravy Beef & Potato Stew Adult Wet Dog Food, 100-g",2.29,,10.0,pet-care,142-5974-4,5.0,https://www.canadiantire.ca/en/pdp/nutro-grain-free-cuts-in-gravy-beef-potato-stew-adult-wet-dog-food-100-g-1425974p.html#srp,2.06
"Dynomax Universal Super Turbo Muffler, 17769",189.99,,15.0,heavy-auto-parts,112-8273-6,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-super-turbo-muffler-17769-1128273p.html#srp,161.49
"Dynomax Universal Super Turbo Muffler, 17736",124.98,,15.0,heavy-auto-parts,112-8266-4,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-super-turbo-muffler-17736-1128266p.html#srp,106.23
"Nutro Grain Free Cuts in Gravy Chicken, Sweet Potato & Pea Stew Adult Wet Dog Food, 100-g",2.29,,10.0,pet-care,142-5973-6,3.5,https://www.canadiantire.ca/en/pdp/nutro-grain-free-cuts-in-gravy-chicken-sweet-potato-pea-stew-adult-wet-dog-food-100-g-1425973p.html#srp,2.06
"Woods ARCTIC Roto-Moulded Cooler, 35-L, Parrot Green",329.99,,25.0,camping,085-0311-8,0.0,https://www.canadiantire.ca/en/pdp/woods-arctic-roto-moulded-cooler-35-l-parrot-green-0850311p.html#srp,246.99
"Segway Ninebot F30 Electric KickScooter, 25 km/hr, Black",949.99,,5.0,cycling,184-0677-2,0.0,https://www.canadiantire.ca/en/pdp/segway-ninebot-f30-electric-kickscooter-25-km-hr-black-1840677p.html#srp,899.99
"Greenworks PRO 60V 3-in-1 Battery-Powered Cordless Walk-Behind Push Lawn Mower, 21-in",639.99,,16.0,outdoor-tools,060-1794-0,5.0,https://www.canadiantire.ca/en/pdp/greenworks-pro-60v-3-in-1-battery-powered-cordless-walk-behind-push-lawn-mower-21-in-0601794p.html#srp,539.99
"Harmony Youth Booster Elite with UAS Latch, No-Back Booster Car Seat",59.99,,50.0,car-care-accessories,046-9227-0,0.0,https://www.canadiantire.ca/en/pdp/harmony-youth-booster-elite-with-uas-latch-no-back-booster-car-seat-0469227p.html#srp,29.99
Bluehive GaN PD65W Wall Charger,59.99,,33.0,car-care-accessories,035-7404-6,0.0,https://www.canadiantire.ca/en/pdp/bluehive-gan-pd65w-wall-charger-0357404p.html#srp,39.99
Bluehive GaN PD30W Wall Charger,29.99,,33.0,car-care-accessories,035-7403-8,0.0,https://www.canadiantire.ca/en/pdp/bluehive-gan-pd30w-wall-charger-0357403p.html#srp,19.99
"Bluehive 20,000 mAh Portable Power Bank, Black",89.99,,67.0,car-care-accessories,035-5473-2,0.0,https://www.canadiantire.ca/en/pdp/bluehive-20-000-mah-portable-power-bank-black-0355473p.html#srp,29.99
"Scotties Sponge Ultra Absorbent Paper Towel, 2-Ply, 2 Double Rolls",3.0,,,home-essentials,499-1119-8,0.0,https://www.canadiantire.ca/en/pdp/scotties-sponge-ultra-absorbent-paper-towel-2-ply-2-double-rolls-4991119p.html#srp,
"Alpena TREKTEC™ D52P LED Spotlight/Light Bar, 14,500 Lumens",439.99,,10.0,automotive-outdoor-adventure,020-3563-4,0.0,https://www.canadiantire.ca/en/pdp/alpena-trektec-d52p-led-spotlight-light-bar-14-500-lumens-0203563p.html#srp,395.99
"Yardworks 180° Swivel Wall Mounted Auto Hose Reel with Large Carrying Handle, 65-ft",149.99,,20.0,outdoor-tools,159-1912-8,1.2,https://www.canadiantire.ca/en/pdp/yardworks-180-swivel-wall-mounted-auto-hose-reel-with-large-carrying-handle-65-ft-1591912p.html#srp,119.99
"Stratus Phaser Youth Hardtail Mountain Bike, 24-in",449.99,,11.0,cycling,071-2041X,0.0,https://www.canadiantire.ca/en/pdp/stratus-phaser-youth-hardtail-mountain-bike-24-in-0712041p.html#srp,399.99
"Certified 3 Layer Water Resistant Car Cover with UV Protection, Assorted, X-Large: Fits cars 19 to 22 (579 to 670 cm) in length",144.99,,10.0,car-care-accessories,041-2259-6,0.0,https://www.canadiantire.ca/en/pdp/certified-3-layer-water-resistant-car-cover-with-uv-protection-assorted-x-large-fits-cars-19-to-22-579-to-670-cm-in-length-0412259p.html#srp,130.49
"CANVAS Belwood Rust-Proof Aluminum Outdoor/Patio Dining Chair, 2-pk",529.99,,6.0,backyard-living,088-0541-4,0.0,https://www.canadiantire.ca/en/pdp/canvas-belwood-rust-proof-aluminum-outdoor-patio-dining-chair-2-pk-0880541p.html#srp,499.99
"Intex Mariner Inflatable Boat with Canopy & Oars, PVC, Grey",529.99,,19.0,seasonal-recreation,079-8348-0,5.0,https://www.canadiantire.ca/en/pdp/intex-mariner-inflatable-boat-with-canopy-oars-pvc-grey-0798348p.html#srp,429.99
"CANVAS Belwood Rust-Proof Aluminum Outdoor/Patio Dining Table, Taupe",679.99,,7.0,backyard-living,088-0540-6,0.0,https://www.canadiantire.ca/en/pdp/canvas-belwood-rust-proof-aluminum-outdoor-patio-dining-table-taupe-0880540p.html#srp,629.99
"Dawn Ultra EZ-Squeeze™ Dishwashing Liquid Dish Soap with Oxi Stain Fighting Power, Lemon Scent, 535-mL",4.99,,10.0,home-essentials,153-1846-8,0.0,https://www.canadiantire.ca/en/pdp/dawn-ultra-ez-squeeze-dishwashing-liquid-dish-soap-with-oxi-stain-fighting-power-lemon-scent-535-ml-1531846p.html#srp,4.49
"CANVAS Riverfront Outdoor/Patio Conversation Set, 4-pc",799.99,,,backyard-living,399-9384-4,0.0,https://www.canadiantire.ca/en/pdp/canvas-riverfront-outdoor-patio-conversation-set-4-pc-3999384p.html#srp,
"Simoniz Paper Hanging Air Freshener, New Car Scent, 6-pk",5.99,,20.0,car-care-accessories,037-4962-0,4.0,https://www.canadiantire.ca/en/pdp/simoniz-paper-hanging-air-freshener-new-car-scent-6-pk-0374962p.html#srp,4.79
"Scotties Supreme Hypoallergenic Facial Tissue Box, 3-Ply",2.0,,,home-essentials,499-1120-2,5.0,https://www.canadiantire.ca/en/pdp/scotties-supreme-hypoallergenic-facial-tissue-box-3-ply-4991120p.html#srp,
"Pilot Chrome Boom Tube Truck Exhaust Tip, 18-in",34.99,,15.0,heavy-auto-parts,041-7552-6,0.0,https://www.canadiantire.ca/en/pdp/pilot-chrome-boom-tube-truck-exhaust-tip-18-in-0417552p.html#srp,29.74
"Purina® Fancy Feast® Cat Food, Ocean Whitefish & Tuna, 85-g",0.99,,9.0,pet-care,042-6495-6,4.7,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-cat-food-ocean-whitefish-tuna-85-g-0426495p.html#srp,0.9
"Erickson Aluminum Truck Rack, Black",399.99,,25.0,light-auto-parts,134-2015-6,0.0,https://www.canadiantire.ca/en/pdp/erickson-aluminum-truck-rack-black-1342015p.html#srp,299.99
Thule Convoy XT Medium Rooftop Cargo Box,849.99,,25.0,automotive-outdoor-adventure,040-1589-8,0.0,https://www.canadiantire.ca/en/pdp/thule-convoy-xt-medium-rooftop-cargo-box-0401589p.html#srp,637.49
"Pilot Chrome Turndown Exhaust Tip, 9-in",16.99,,15.0,heavy-auto-parts,041-7517-2,0.0,https://www.canadiantire.ca/en/pdp/pilot-chrome-turndown-exhaust-tip-9-in-0417517p.html#srp,14.44
"Winnwell Jumpstart Street Hockey Net with Bungee Targets, 60-in",139.99,,20.0,hockey,083-9690-4,0.0,https://www.canadiantire.ca/en/pdp/winnwell-jumpstart-street-hockey-net-with-bungee-targets-60-in-0839690p.html#srp,111.99
"Cat Craft Cat Activity Tree, 56-in",179.99,,45.0,pet-care,142-6934-4,4.0,https://www.canadiantire.ca/en/pdp/cat-craft-cat-activity-tree-56-in-1426934p.html#srp,98.99
"Outbound 4-Person Quad-Fold Bench with Backrest, Steel Frame, Grey",99.99,,40.0,camping,076-6407-8,5.0,https://www.canadiantire.ca/en/pdp/outbound-4-person-quad-fold-bench-with-backrest-steel-frame-grey-0766407p.html#srp,59.99
"Simoniz Vent Clip Car Air Freshener, Linen & Sky Scent, 5-pk",9.99,,20.0,car-care-accessories,037-4969-6,0.0,https://www.canadiantire.ca/en/pdp/simoniz-vent-clip-car-air-freshener-linen-sky-scent-5-pk-0374969p.html#srp,7.99
"13 Fishing Defy Gold Spinning Fishing Rod, Medium, 6-ft 6-in",124.99,,20.0,fishing,077-5439-6,0.0,https://www.canadiantire.ca/en/pdp/13-fishing-defy-gold-spinning-fishing-rod-medium-6-ft-6-in-0775439p.html#srp,99.99
"Airhead Air Island, Blue",199.99,,20.0,seasonal-recreation,079-1422-4,3.5,https://www.canadiantire.ca/en/pdp/airhead-air-island-blue-0791422p.html#srp,159.99
"Bounty Select-A-Size Double Plus Roll Paper Towel, 2-ply, 4-pk",18.99,,42.0,home-essentials,153-1899-2,4.5,https://www.canadiantire.ca/en/pdp/bounty-select-a-size-double-plus-roll-paper-towel-2-ply-4-pk-1531899p.html#srp,10.99
"Woods ARCTIC Roto-Moulded Cooler with Handle, 20-L, Tan",269.99,,26.0,camping,085-0305-4,0.0,https://www.canadiantire.ca/en/pdp/woods-arctic-roto-moulded-cooler-with-handle-20-l-tan-0850305p.html#srp,199.99
"SIMONIZ Platinum Foaming Bug Remover for Exterior Auto Surfaces, 473-mL",11.99,,15.0,car-care-accessories,039-6536-0,0.0,https://www.canadiantire.ca/en/pdp/simoniz-platinum-foaming-bug-remover-for-exterior-auto-surfaces-473-ml-0396536p.html#srp,10.19
"Simoniz Adjustable Speed Polisher Kit, 6-pc",39.99,,,car-care-accessories,499-0171-6,5.0,https://www.canadiantire.ca/en/pdp/simoniz-adjustable-speed-polisher-kit-6-pc-4990171p.html#srp,
"For Living Outdoor Round Steel Wood Burning Firepit with Spark Screen, 24-in",249.99,,20.0,backyard-living,085-0102-6,3.0,https://www.canadiantire.ca/en/pdp/for-living-outdoor-round-steel-wood-burning-firepit-with-spark-screen-24-in-0850102p.html#srp,199.99
"Simoniz Fiber Can Car Air Freshener, Cool Ice Scent, 2-pk",8.99,,20.0,car-care-accessories,037-4976-8,0.0,https://www.canadiantire.ca/en/pdp/simoniz-fiber-can-car-air-freshener-cool-ice-scent-2-pk-0374976p.html#srp,7.19
"Thermos® Stainless Steel Vacuum Insulated Food Jar with Spoon, 710-mL",43.99,,20.0,kitchen,142-7375X,0.0,https://www.canadiantire.ca/en/pdp/thermos-stainless-steel-vacuum-insulated-food-jar-with-spoon-710-ml-1427375p.html#srp,34.99
"Sun Dolphin Aruba Kayak, 10-ft, Fishing/General Use, 1-Person, Tangerine",549.99,,27.0,seasonal-recreation,079-8335-0,5.0,https://www.canadiantire.ca/en/pdp/sun-dolphin-aruba-kayak-10-ft-fishing-general-use-1-person-tangerine-0798335p.html#srp,399.99
